"","osm_id","longitude","latitude","n_students"
"194",5933721654,36.7615857,-1.2676486,35
"195",5933721655,36.7614892,-1.2676357,41
"196",5933721656,36.761683,-1.2677106,20
"197",5933721657,36.7578672,-1.2685324,13
"198",5933721658,36.757857,-1.2685194,8
"199",5933721703,36.7540233,-1.2723933,59
"200",5933721704,36.7540933,-1.2725517,15
"201",5933721705,36.7546345,-1.2732425,52
"202",5933721706,36.7545412,-1.2732442,63
"203",5933721707,36.7548078,-1.2722717,58
"204",5933721708,36.7567817,-1.271935,5
"205",5933721709,36.7575593,-1.2707798,76
"206",5933721710,36.7576633,-1.2709483,17
"207",5933721713,36.7540833,-1.2724344,32
"208",5933721714,36.7582787,-1.2689994,29
"209",5933721718,36.758176,-1.2690934,48
"210",5933721719,36.7580829,-1.2690212,85
"211",5948170931,36.7517833,-1.2724963,98
"212",5948174097,36.7598382,-1.2691745,33
"213",5948174098,36.7624238,-1.2666655,7
"214",5948174099,36.7631938,-1.2659588,37
"215",5948174102,36.7584588,-1.2640126,10
"216",5948174107,36.7595471,-1.2692636,91
"217",5948282114,36.7526422,-1.2737347,47
"218",5948282115,36.75278,-1.2737017,39
"219",5948282116,36.7529541,-1.2736985,89
"220",5948282117,36.7523445,-1.2737942,95
"221",5948282118,36.7500902,-1.2747069,18
"222",5948282119,36.7499644,-1.2746361,87
"223",5948282122,36.7538008,-1.2715542,49
"224",5948282123,36.7534742,-1.2717333,40
"225",5953218907,36.7974043,-1.2593339,92
"226",5953218908,36.7963839,-1.2605106,18
"227",6127974224,36.8038154,-1.2788975,9
"228",6127974225,36.8026486,-1.2795973,4
"229",6127974226,36.8035766,-1.280796,12
"230",6127974227,36.8050331,-1.2794606,34
"231",6127974228,36.8058485,-1.2786454,63
"232",6127974229,36.8044886,-1.2789028,68
"233",6127974230,36.8053295,-1.2786159,59
"234",6127974231,36.8060289,-1.2784349,42
"235",6141845853,36.7741177,-1.2710098,3
"236",6141845854,36.7749878,-1.2710872,73
"237",6141845855,36.7750652,-1.2713473,82
"238",6141845856,36.7746565,-1.2723039,54
"239",6141845857,36.7737988,-1.2720129,27
"240",6141845858,36.7738731,-1.2718457,60
"241",6141845859,36.7740713,-1.2714216,40
"242",6178983021,36.7679334,-1.2969202,92
"243",7680912929,36.7797616,-1.2716623,99
"244",8204435332,36.8041571,-1.278946,93
"245",8374482726,36.7548194,-1.2893741,12
"246",8374484698,36.7570555,-1.2895001,27
"247",8374595313,36.7543784,-1.2851037,79
"248",8374597804,36.75443,-1.28504,35
"249",8374598875,36.7545083,-1.2850117,83
"250",8374600650,36.7544767,-1.2850383,52
"251",8374605280,36.7590488,-1.2851623,1
"252",8374622553,36.75901,-1.2851717,63
"253",8374727569,36.7566839,-1.2816975,80
"254",8374771201,36.7515421,-1.275666,37
"255",8374784482,36.7516144,-1.2772696,26
"256",8374797662,36.7528517,-1.2778041,81
"257",8374839015,36.7549915,-1.2806044,58
"258",8374841243,36.7594572,-1.2763769,86
"259",8374848710,36.7572059,-1.2795469,1
"260",8374859944,36.7552946,-1.2763923,59
"261",8374861500,36.757296,-1.274461,28
"262",8374868496,36.7558073,-1.2748548,40
"263",8374879813,36.7571555,-1.2754127,81
"264",9673467752,36.7650415,-1.2870134,100
"265",9673467753,36.7647395,-1.2872702,61
"266",9673467754,36.7649797,-1.2876316,33
"267",9673467755,36.7650465,-1.2877487,45
"268",9673467756,36.7655707,-1.2871745,76
"269",9673467757,36.7658053,-1.2875378,12
"270",9673467758,36.7658669,-1.2873835,36
"271",9676659080,36.7648361,-1.2869422,28
"272",9676659081,36.7651252,-1.2869321,23
"273",9676659082,36.7653767,-1.2870115,61
"274",9676659083,36.7654655,-1.2870029,78
"275",9679424928,36.7810454,-1.2703734,42
"276",9679424933,36.7830928,-1.270405,49
"277",9679424934,36.783048,-1.2706178,88
"278",9679424958,36.7798798,-1.2710989,13
"279",9679424964,36.7814448,-1.2686866,52
"280",9679424965,36.7827985,-1.2689357,45
"281",9679424966,36.7837553,-1.26951,1
"282",9679424968,36.78501,-1.2720762,11
"283",9679424975,36.7835669,-1.2705386,99
"284",9679424978,36.7837791,-1.2738032,63
"285",9679924741,36.7789496,-1.2782648,21
"286",9679924742,36.7791293,-1.2783426,41
"287",9679924743,36.7794565,-1.2783586,85
"288",9679924781,36.7779411,-1.2762617,27
"289",9679924782,36.7791132,-1.2741513,94
"290",9679924783,36.7793626,-1.2732959,92
"291",9679924784,36.7795019,-1.2726303,86
"292",9679924812,36.7845672,-1.2726435,34
"293",9679924813,36.7840668,-1.2725789,57
"294",9679931517,36.7845908,-1.2714323,38
"295",9679931518,36.7846793,-1.2716816,26
"296",9679931519,36.7846394,-1.2718394,37
"297",9722366217,36.7854083,-1.2893042,66
"298",9722373317,36.7852603,-1.2893632,12
"299",9840736117,36.7853172,-1.2893213,43
"300",9969927832,36.7831171,-1.2935316,44
"301",9969927833,36.7827013,-1.2935436,24
"302",9971949575,36.7677948,-1.296963,73
"303",9971949589,36.7679838,-1.2970831,73
"304",9971949641,36.7678451,-1.2971259,66
"305",10121540163,36.7670151,-1.2874672,25
"306",10121540164,36.7646613,-1.2881731,76
"307",10121540165,36.7647097,-1.2869273,78
"308",10121540166,36.7647686,-1.2865951,19
"309",10121540167,36.7655924,-1.2862248,94
"310",10121540168,36.7663194,-1.2858579,4
"311",10121540169,36.7665167,-1.2862421,43
"312",10121540170,36.7657356,-1.2872678,77
"313",10121540192,36.766269,-1.2864969,13
"314",10121540193,36.7664128,-1.2867663,66
"315",10121540194,36.7660798,-1.2869565,35
"316",10121540195,36.7659213,-1.2868206,27
"317",10121540196,36.7660221,-1.2866531,12
"318",10121540197,36.766175,-1.2865082,62
"319",10536308835,36.7700808,-1.2599994,77
"320",10815690968,36.7799141,-1.2787263,97
"321",10815690969,36.7805237,-1.2792421,80
"322",10815690970,36.7806286,-1.2792733,20
"323",10815690971,36.7810935,-1.2786838,8
"324",10815690972,36.7816152,-1.2785222,9
"325",10815690973,36.7821737,-1.2784513,48
"326",10815690974,36.7826727,-1.2783068,24
"327",10815690975,36.7830838,-1.2782132,7
"328",10815690976,36.7831745,-1.278148,18
"329",10815690977,36.7835147,-1.2778136,6
"330",10815690978,36.7835573,-1.2776634,25
"331",10815690979,36.7835601,-1.2775131,77
"332",10815690980,36.7837444,-1.2770029,35
"333",10815690981,36.7841271,-1.276728,6
"334",10815690982,36.7842916,-1.2765608,70
"335",10815690983,36.785023,-1.2759315,50
"336",10815690984,36.7849011,-1.2757274,85
"337",10815690985,36.7846947,-1.2754833,50
"338",10815690986,36.784634,-1.2753292,45
"339",10815690987,36.7847507,-1.2750164,66
"340",10815690989,36.7845779,-1.2740733,68
"341",10815690990,36.7843071,-1.2738912,39
"342",10815690991,36.7835318,-1.2738492,44
"343",10815690992,36.78351,-1.2737603,75
"344",10815690993,36.783962,-1.2736432,33
"345",10815690994,36.7837913,-1.2732984,34
"346",10815690995,36.7837957,-1.273127,66
"347",10815690996,36.7837334,-1.272993,83
"348",10815690997,36.7837499,-1.2705889,51
"349",10815690998,36.7787862,-1.2782256,5
"350",10815690999,36.7782678,-1.2777735,68
"351",10815691000,36.7779313,-1.2770567,93
"352",10815691001,36.779102,-1.2783308,6
"353",10815691002,36.7835205,-1.2738047,44
"354",10815691003,36.7846669,-1.2754181,40
"355",11228124032,36.7804423,-1.2791732,53
"356",1087015286,36.7480552,-1.2898456,17
"357",1087015300,36.7483288,-1.2893039,8
"358",1087015314,36.7474598,-1.2890465,30
"359",1087015316,36.7472291,-1.2895399,60
"360",1728814564,36.7218451,-1.2643113,25
"361",1728814566,36.7213816,-1.2642641,25
"362",1728839015,36.7179195,-1.2609223,29
"363",1728839016,36.7178055,-1.2611639,71
"364",1728839017,36.7184063,-1.2610781,40
"365",1728839018,36.7186115,-1.2611636,85
"366",1728839019,36.7184439,-1.2614374,37
"367",1728839020,36.7183701,-1.2612387,45
"368",2683171984,36.737995,-1.3003087,23
"369",2683171988,36.7377148,-1.2972269,83
"370",2683171989,36.7386628,-1.2978888,16
"371",2683171990,36.737782,-1.2985109,38
"372",2683171991,36.7379626,-1.2989952,95
"373",2683171993,36.7381449,-1.2995809,91
"374",2687957058,36.7321467,-1.3019426,31
"375",4210799128,36.7447652,-1.3009059,87
"376",5334960754,36.7562597,-1.2958494,61
"377",5334960755,36.7558664,-1.2957012,33
"378",5334960756,36.756063,-1.2950364,64
"379",5334960758,36.7567086,-1.2959552,1
"380",5334971801,36.7532675,-1.2983821,52
"381",5338844387,36.7385232,-1.283981,93
"382",5338844388,36.7383936,-1.2841398,45
"383",5338844389,36.7383267,-1.2845576,22
"384",5338844390,36.7385106,-1.2849463,46
"385",5338844391,36.7392844,-1.2851154,36
"386",5338844392,36.7396893,-1.2846788,47
"387",5338844393,36.7389035,-1.283747,60
"388",5338850142,36.7382121,-1.2819893,95
"389",5915900140,36.7195643,-1.2667548,6
"390",5915900141,36.7196545,-1.2669198,23
"391",5915900142,36.7162777,-1.2636457,25
"392",5924832980,36.7456667,-1.2734067,28
"393",5924832981,36.7457578,-1.2725287,97
"394",5924835187,36.7455638,-1.2733465,9
"395",5925863201,36.7424839,-1.275428,7
"396",5925863202,36.7425113,-1.275435,38
"397",5925863208,36.7413875,-1.2747512,35
"398",5925863209,36.7413821,-1.2747067,63
"399",5926229120,36.7411434,-1.2762056,45
"400",5926387119,36.7356895,-1.2754537,22
"401",5926387128,36.7355487,-1.2754444,39
"402",5926387129,36.735636,-1.275473,0
"403",5933573019,36.7199694,-1.2647274,98
"404",5933573020,36.7201431,-1.2647912,92
"405",5933622803,36.7433583,-1.2747302,54
"406",5933622808,36.7436851,-1.2766951,17
"407",5933622809,36.7429115,-1.2744674,34
"408",5933622810,36.7428631,-1.2744772,46
"409",5933622817,36.7434044,-1.2748108,61
"410",5933622818,36.7435345,-1.2736426,41
"411",5953317910,36.7445419,-1.2734888,12
"412",5953317911,36.7446272,-1.2735054,24
"413",6135414713,36.7451455,-1.3018315,62
"414",7321575797,36.7441183,-1.273185,28
"415",8370979237,36.7286863,-1.2900231,76
"416",8371013830,36.7386377,-1.2937006,49
"417",8371024586,36.7383433,-1.2908769,75
"418",8371030906,36.7369959,-1.2911426,98
"419",8371063327,36.7446219,-1.2973175,90
"420",8371137556,36.7359854,-1.2870276,4
"421",8371228326,36.7387552,-1.2857834,8
"422",8371232459,36.7349748,-1.277324,61
"423",8371235937,36.7363222,-1.2775446,17
"424",8371240996,36.7363222,-1.2777875,9
"425",8371353971,36.7401193,-1.2803971,4
"426",8371365595,36.7441545,-1.2809708,7
"427",8371388290,36.7430588,-1.28132,32
"428",8371389386,36.7442138,-1.2810524,78
"429",8371395005,36.74789,-1.2776467,54
"430",8371402937,36.7450292,-1.2787235,10
"431",8371411347,36.7447117,-1.277625,89
"432",8371413911,36.746825,-1.2899683,67
"433",8371414273,36.7482067,-1.2917683,26
"434",8371416414,36.7430588,-1.2740313,90
"435",8371428687,36.7404859,-1.2895248,6
"436",8371436591,36.74701,-1.2897267,69
"437",8371453982,36.7486848,-1.287507,28
"438",8371455829,36.7490817,-1.2877,16
"439",8371456003,36.74909,-1.2875933,85
"440",8374482295,36.7469217,-1.2849283,5
"441",8374500707,36.74619,-1.2845567,21
"442",8374507481,36.7462017,-1.2844833,27
"443",8374512991,36.7494017,-1.28615,53
"444",8374520401,36.7464128,-1.2844302,38
"445",8374552809,36.75079,-1.2864,5
"446",8374554303,36.7494367,-1.2857283,75
"447",8374558336,36.7519367,-1.286465,74
"448",8374559468,36.752085,-1.28649,73
"449",8374563982,36.7514433,-1.2860167,25
"450",8374564304,36.7514383,-1.2859617,61
"451",8374568009,36.7513333,-1.284735,63
"452",8374583635,36.7520333,-1.2850767,28
"453",8374618299,36.7536897,-1.2837951,10
"454",8374618342,36.7529659,-1.2838495,33
"455",8374634312,36.7488803,-1.2824859,81
"456",8374644687,36.7529587,-1.2838575,19
"457",8374646110,36.7529582,-1.2838534,99
"458",8374651687,36.7497945,-1.2829122,84
"459",8374663071,36.7501783,-1.2823798,22
"460",8374705986,36.7523648,-1.2822035,62
"461",8374794569,36.7508051,-1.2782753,62
"462",8374844547,36.7513758,-1.2788592,56
"463",8764061934,36.7424333,-1.28428,10
"464",8764072721,36.74249,-1.284365,65
"465",8764099089,36.7418317,-1.2847817,49
"466",8764122373,36.74187,-1.28489,34
"467",8764204374,36.7480867,-1.2887217,59
"468",8764230369,36.7485491,-1.2892408,52
"469",8764337966,36.7488983,-1.2887633,51
"470",8764454282,36.751915,-1.2925917,37
"471",8764457625,36.7468883,-1.2894583,65
"472",8764466562,36.7468417,-1.28976,14
"473",8764474807,36.74835,-1.29149,80
"474",9200307181,36.7384447,-1.284807,45
"475",9905698258,36.7046362,-1.2537483,1
"476",9905709251,36.7024376,-1.254787,43
"477",9952577263,36.7093539,-1.2570993,88
"478",9952577264,36.709006,-1.2573663,9
"479",9952577270,36.7091757,-1.257859,37
"480",9952577276,36.7090843,-1.2570455,75
"481",9952577277,36.7089339,-1.2578068,48
"482",10089477818,36.7136273,-1.2588874,21
"483",10089477819,36.7065748,-1.2615258,18
"484",10089477820,36.7069057,-1.2616417,51
"485",10089477821,36.7134122,-1.2595401,25
"486",10089477824,36.7135003,-1.2592466,68
"487",10089477827,36.7145053,-1.2606288,30
"488",10089477828,36.7131189,-1.2605684,52
"489",10089477829,36.7068942,-1.2615736,16
"490",10089477832,36.7138568,-1.2581615,82
"491",10089477833,36.7065892,-1.2615962,23
"492",10089477835,36.7149982,-1.2580254,96
"493",10089477836,36.7137373,-1.258573,4
"494",10211395252,36.7311291,-1.302176,68
"495",10915939513,36.713626,-1.2606495,98
"496",10915939514,36.7140064,-1.2606539,46
"497",10915939515,36.7154074,-1.258746,32
"498",10915939516,36.7147762,-1.2587794,45
"499",10915939517,36.7148689,-1.2580225,54
"500",10915939518,36.7135849,-1.258151,88
"501",10915939519,36.715269,-1.2603107,96
"502",10915939520,36.7153676,-1.2596031,52
"503",10915939521,36.7136119,-1.2579087,8
"504",10915939522,36.714087,-1.2574083,5
"505",10915939523,36.7133893,-1.2579115,78
"506",10915939524,36.7133934,-1.2573681,90
"507",10915939525,36.7150214,-1.2574884,60
"508",10915939526,36.7144264,-1.2606321,56
"509",10915990659,36.711437,-1.2580434,3
"510",10915990660,36.7111584,-1.2576033,3
"511",10915990663,36.7112659,-1.2575822,57
"512",10915990665,36.7108202,-1.2580835,25
"513",10915990666,36.7113443,-1.2579803,6
"514",10915990669,36.7108356,-1.2581618,90
"515",10915990670,36.7113279,-1.2574897,46
"516",10915990672,36.7111432,-1.2575261,98
"517",10946235518,36.7119967,-1.2543304,92
"518",11449765757,36.7119245,-1.2748373,19
"519",11449765758,36.7119527,-1.27665,22
"520",11449765759,36.7133126,-1.2766433,17
"521",11449765760,36.7133622,-1.2766527,83
"522",11449765761,36.7133689,-1.276705,54
"523",11449765762,36.7149554,-1.2766848,94
"524",11449765763,36.715064,-1.2765789,76
"525",11449765764,36.7150399,-1.2756712,4
"526",11449765765,36.7150372,-1.2753427,17
"527",11449765766,36.7150372,-1.2752408,11
"528",11449765767,36.7150144,-1.2746402,77
"529",11449765768,36.7149983,-1.2745463,89
"530",11449778369,36.7149514,-1.2742272,94
"531",11449778370,36.7149353,-1.274187,25
"532",11449778371,36.7128539,-1.2741856,12
"533",11449778372,36.7120895,-1.2742138,36
"534",11449778373,36.712072,-1.2742178,86
"535",11449778374,36.7120224,-1.2742983,36
"536",11449778375,36.7119969,-1.274372,48
"537",11449778376,36.7119715,-1.2744484,82
"538",11449778377,36.7119326,-1.2745088,27
"539",11449778378,36.7119272,-1.2745624,34
"540",11449778493,36.7150365,-1.2753128,0
"541",11579190010,36.7359803,-1.3008716,63
"542",11579190011,36.7358857,-1.300898,53
"543",11579190018,36.7355951,-1.3009792,11
"544",11579190022,36.7353971,-1.3010345,70
"545",11634409138,36.7374285,-1.2970979,89
"546",11634649732,36.7370551,-1.30057,67
"547",11634649750,36.7365823,-1.3006974,94
"548",11684701036,36.71359,-1.2581051,28
"549",2165127212,36.9144396,-1.2706075,72
"550",2165127213,36.914627,-1.2702275,51
"551",2165127214,36.914698,-1.270271,3
"552",2165127215,36.9145019,-1.2706504,29
"553",3080415873,36.9165175,-1.2641292,53
"554",3080429088,36.9155931,-1.2689673,79
"555",4297607403,36.9106024,-1.2724836,40
"556",4739499421,36.9199948,-1.2630881,92
"557",5636724233,36.9190039,-1.2725412,37
"558",5636724256,36.9093106,-1.27821,95
"559",5636724260,36.9161961,-1.2781941,63
"560",5636724261,36.9164168,-1.2676856,85
"561",6819930242,36.9137287,-1.2713704,44
"562",1762010247,36.8962257,-1.2962224,60
"563",1762010248,36.8958931,-1.2950962,65
"564",1762010249,36.895641,-1.2957504,53
"565",1762010250,36.8962579,-1.2946725,94
"566",1762010251,36.897555,-1.2945824,28
"567",1762010252,36.8971634,-1.29403,66
"568",1762010253,36.8975668,-1.2947207,9
"569",1762010254,36.8961602,-1.296202,82
"570",1762010255,36.8960111,-1.2948816,35
"571",1762010257,36.8970679,-1.2940343,51
"572",1762015192,36.8944196,-1.2969838,36
"573",1762015193,36.8938617,-1.2962652,27
"574",1762015198,36.8934042,-1.2955482,48
"575",1762015200,36.8953423,-1.2958791,96
"576",1762015202,36.8940334,-1.295021,3
"577",1762015203,36.8948595,-1.2966728,24
"578",1762015205,36.8945055,-1.2947421,87
"579",2490510045,36.894645,-1.3134346,83
"580",2490510046,36.8949159,-1.3139387,62
"581",4270236321,36.9006611,-1.2883784,52
"582",4556878489,36.8930773,-1.3021582,84
"583",4903317522,36.8979673,-1.2849152,60
"584",5039111577,36.9550493,-1.2583859,20
"585",5039111578,36.9551861,-1.2588887,2
"586",5039111579,36.9562268,-1.2589531,50
"587",5039111580,36.9562483,-1.2587707,82
"588",5039111581,36.9563341,-1.2585401,17
"589",5039111582,36.9564521,-1.2582183,59
"590",5501772222,36.9473935,-1.2704133,21
"591",6259798889,36.9211339,-1.3071938,58
"592",6259798904,36.908093,-1.3105592,47
"593",6259798907,36.9020945,-1.3077874,27
"594",6259798957,36.8905745,-1.2975383,25
"595",6259798979,36.9077285,-1.288289,43
"596",6259798980,36.906972,-1.289028,56
"597",6259810687,36.9057717,-1.2895779,25
"598",6817327487,36.9005334,-1.2825446,98
"599",6817327488,36.9009622,-1.2822991,79
"600",6817327489,36.9010905,-1.2825923,64
"601",6817327490,36.9006507,-1.2828304,68
"602",7223822513,36.9064987,-1.2870356,49
"603",7223822518,36.9061848,-1.2882476,59
"604",7223822519,36.9058147,-1.2872957,23
"605",7224984858,36.9488395,-1.2644031,37
"606",7224984859,36.9490674,-1.2650961,14
"607",7224984861,36.9493085,-1.2650886,71
"608",7224984862,36.9490426,-1.2643353,65
"609",7225458210,36.9526608,-1.2628117,74
"610",7225458211,36.9527468,-1.2625193,49
"611",7225458212,36.9527805,-1.2625147,44
"612",7225458213,36.9536604,-1.2629141,22
